,BREAST_BT549,BREAST_HS578T,BREAST_MCF7,BREAST_MCF7ADRr,BREAST_MDAMB231,BREAST_MDAMB435,BREAST_MDN,BREAST_T47D,CNS_SF268,CNS_SF295,CNS_SF539,CNS_SNB19,CNS_SNB75,CNS_U251,COLON_COLO205,COLON_HCC2998,COLON_HCT116,COLON_HCT15,COLON_HT29,COLON_KM12,COLON_SW620,LEUK_CCRFCEM,LEUK_HL60,LEUK_K562,LEUK_MOLT4,LEUK_RPMI8266,LEUK_SR,MELAN_LOXIMVI,MELAN_M14,MELAN_MALME3M,MELAN_SKMEL2,MELAN_SKMEL28,MELAN_SKMEL5,MELAN_UACC257,MELAN_UACC62,NSCLC_A549,NSCLC_EKVX,NSCLC_H226,NSCLC_H23,NSCLC_H332M,NSCLC_H460,NSCLC_H522,NSCLC_HOP62,NSCLC_HOP92,OVAR_IGROV1,OVAR_OVCAR3,OVAR_OVCAR4,OVAR_OVCAR5,OVAR_OVCAR8,OVAR_SKOV3,PROSTATE_DU145,PROSTATE_PC3,RENAL_7860,RENAL_A498,RENAL_ACHN,RENAL_CAKI1,RENAL_RXF393,RENAL_SN12C,RENAL_TK10,RENAL_UO31
D79986_at,0.086426968,-0.902432474,0.058193287,-0.465368669,-0.891377286,-0.183333301,0.265024271,-0.111019096,-0.150013228,0.15201531,-0.190090667,0.700908556,0.966983416,0.069553149,1.362912092,-0.84798469,0.388082668,0.194140785,-0.143440574,-0.498535533,0.879330734,-0.136897728,0.656400295,0.799713566,-0.23829976,-1.117445365,-0.630179539,-0.176607438,1.063884399,-0.280944098,0.235071049,0.318373696,1.45674266,-0.725127943,-1.054435568,0.355970483,-0.060614143,-0.036057039,0.437143486,-1.066819292,-0.549760856,-0.163249055,-0.190090667,-0.079310236,0.00593705,-0.00593705,-0.295443667,0.383538743,0.023566944,0.199321024,0.209626033,0.45457808,0.125048262,-0.498535533,-0.196879833,0.610475089,0.092008,-0.196879833,0.522282939,0.023566944
S82470_at,0.164970696,-0.274728857,0.631055801,-0.125215316,-0.194110397,-0.46974484,0.010248101,0.271012334,0.003426836,0.20714015,-0.209877713,0.809804653,1.287952196,-0.017232635,-0.024185396,-0.178513542,-0.751888069,-0.081047733,0.201190884,-1.073816163,-0.835029304,-0.024185396,-0.847307634,0.416753967,-1.073816163,-1.073816163,-0.360120349,0.390852104,-0.132709852,-0.170777893,0.572346494,0.599740261,0.27668108,-0.274728857,0.164970696,0.486898791,0.40126872,0.871042282,0.070230206,-1.073816163,-0.717672353,-0.923256487,0.06368736,0.695955576,-0.250066803,1.635474472,0.635474472,0.121531435,-0.59873128,0.452252648,0.975814604,1.013646678,-0.413891605,1.053817116,-0.003426836,0.915322844,-0.017232635,-0.132709852,0.553790675,-0.095620534
X16416_at,1.107323778,0.757989525,-0.209442612,1.117628786,-0.372941344,-0.28887708,0.060018063,0.277823215,0.005570279,0.221607205,0.426145962,0.751386791,2.336349291,0.34952468,-0.134154485,-0.372941344,-0.372941344,-0.121979771,-0.275330548,-0.372941344,0.038484901,-0.358586051,-0.372941344,1.075959607,-0.05101325,-0.372941344,-0.372941344,1.143073803,0.627058656,-0.372941344,-0.005570279,-0.372941344,1.13294959,-0.302552017,-0.372941344,0.132949585,0.202370986,0.091726923,-0.330297007,-0.196618572,0.514583926,0.163111556,-0.372941344,-0.372941344,-0.372941344,-0.372941344,-0.302552017,-0.372941344,-0.372941344,0.738089968,0.884069274,0.530096926,0.153127467,0.648538383,-0.109906939,0.619827086,0.296085421,-0.18390752,1.336349291,0.212021156
X80198_at,-0.201415651,-0.201415651,-0.201415651,-0.201415651,0.025092879,0.354400504,0.614159778,0.834208259,-0.103804855,1.349485013,0.143412846,-0.201415651,0.049545922,-0.201415651,0.393132898,0.69388697,0.252760242,-0.201415651,-0.025092879,-0.201415651,0.188151161,0.564119095,-0.201415651,0.177095972,0.085465497,-0.131026323,0.294279511,0.69388697,-0.201415651,0.263252616,0.512280164,0.199122278,0.52105037,-0.201415651,-0.201415651,0.037371208,0.80577985,-0.201415651,0.025092879,-0.201415651,0.049545922,0.597671655,0.188151161,-0.201415651,-0.201415651,-0.201415651,-0.201415651,1.512280164,-0.201415651,2.507874984,-0.201415651,-0.201415651,-0.201415651,-0.201415651,0.037371208,0.294279511,-0.201415651,-0.201415651,-0.131026323,-0.201415651
M11119_at,-0.467163889,-0.467163889,1.237708075,1.155766462,-0.168505574,0.420361382,0.396774561,2.239919103,-0.467163889,-0.467163889,0.289859357,-0.467163889,-0.396774561,-0.329660365,1.380833017,1.511031741,-0.467163889,0.960442284,0.561405263,-0.369553093,0.088652266,0.34841154,-0.204129483,1.188187939,-0.133740155,-0.467163889,-0.467163889,-0.467163889,1.136907435,0.789846729,0.323608149,0.637172771,-0.46716389,1.224370276,-0.467163889,-0.467163889,-0.467163889,-0.467163889,-0.467163889,-0.467163889,-0.467163889,0.331923417,-0.467163889,-0.356132577,0.547191404,0.696334843,1.093551065,1.315244676,0.582466879,0.428138732,-0.383099624,-0.467163889,-0.467163889,2.081272736,-0.088652266,1.897408543,1.246531926,1.155766462,-0.467163889,1.582466879
U31383_at,-0.565564243,-0.565564243,-0.565564243,0.208432082,0.009748088,-0.565564243,0.636069618,0.538772417,-0.143331242,-0.220735746,0.375542068,0.019398258,2.141518749,0.790579567,-0.565564243,-0.565564243,-0.314602669,-0.522919905,0.824002569,-0.326777383,-0.565564243,-0.565564243,-0.565564243,-0.232140509,-0.565564243,-0.565564243,0.103462523,-0.209420433,1.143726393,-0.009748088,0.623469582,0.282432664,2.02180075,0.405289411,-0.565564243,0.397909881,-0.100895976,0.250011186,0.18289699,-0.565564243,-0.428060719,0.455915485,0.484066525,0.756363852,0.779264254,-0.565564243,-0.175997431,0.525289188,-0.565564243,0.985336422,1.504825085,-0.428060719,0.93013092,-0.565564243,-0.302529837,1.298374208,0.352821992,1.062042595,0.648560562,-0.175997431
U24183_s_at,-0.302773416,-1.166711867,0.511360038,0.211799756,-1.166711867,0.546983948,1.099325027,0.858316928,-0.203237743,-1.166711867,-0.534443651,-0.461839902,-0.263673597,0.003213135,-0.009668157,-0.461839902,0.68528697,0.059796663,-1.01615219,0.83689037,0.292719752,-1.166711867,-1.166711867,-0.620743498,-0.218111019,0.403751064,0.06594889,0.934265781,1.540371125,1.093313789,1.108295181,0.384188798,1.38664864,1.081215647,1.044300327,-0.766173937,-0.055680554,0.222854945,0.502314899,-1.166711867,0.716908949,-0.263673597,-1.152356574,-0.110128338,0.615696698,-1.166711867,-0.359356945,-0.110128338,-0.543781516,-1.166711867,-0.003213135,1.22009908,-0.82188337,0.573136236,0.334090186,1.044300327,-0.525165838,0.661107158,-0.138142715,0.42305162
AF000177_at,1.292595905,0.794502666,-0.867275432,0.322549127,-1.021785381,-0.003089287,0.890947783,0.081091799,-0.687366342,1.104268122,0.632570455,-0.901491147,0.121409255,0.327481422,-0.201939515,0.1934205,-0.320380972,-0.667603087,1.481452722,-0.003089287,0.003089287,-0.343713476,-1.223419242,0.441063598,-0.237918812,-0.667603087,-1.223419242,-0.028071644,-0.367429545,-0.1057242,0.413495338,-1.223419242,0.76571977,-0.619347919,-0.31268658,0.138349117,0.220187409,0.063461905,-0.139354978,-1.223419242,-0.878590745,0.322549127,0.098508853,-0.737992415,0.864043599,0.138349117,-0.518547278,-0.758750975,0.880917417,0.069362507,0.086920878,0.033591376,-0.527425429,0.214873609,-0.801186242,0.588051788,-0.335893972,0.003089287,0.499046782,-0.367429545
J04088_at,0.12280601,0.224938795,0.536450274,-1.112642565,0.625633975,-1.011359229,-0.655597539,-0.073823316,0.601852749,-0.099586412,0.139420723,0.472319936,0.68342655,0.260815831,0.764209205,-1.221576936,-1.061112264,-0.581119323,-0.132451046,-0.665183588,0.827096911,0.656744507,-0.785477821,-0.554152275,0.844089981,-0.714093188,-0.294089436,0.325166242,0.903659248,-0.410186501,-0.112642565,-0.459374051,0.23528074,0.601852749,-0.159292658,0.844089981,0.334816412,-0.067453791,-0.301545241,0.117224977,0.459144547,0.89716061,1.185482506,-0.048512227,-1.250146088,-0.214522179,-1.250146088,1.018887058,0.792498249,1.454725876,0.698454759,-0.386207638,0.441388077,-0.339413426,-0.386207638,0.511139185,-1.250146088,-0.294089436,0.048512227,-0.501684855
L34155_at,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.613531653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.137503524,0,0,0,0,0,0.389566812,2.704871964,0,0,2.584962501,1.298658316,0.659924558,0.545968369,0,0.584962501,0.713695815,0,0,0.739848103,0.275007047
X69819_at,0,0,0.555816155,0,0,0,0.475084883,0.50589093,0,0,0,0,0,0,0,0,0,0,0,0,0,1.257010618,0.739848103,0,0.263034406,2.704871964,1.214124805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454175893,0,0,0,0,0.028569152,0,0,0,0.124328135,0.097610797,0,0,0
U70322_at,0.743157456,0.254768215,-0.220316668,-0.031282843,-0.220316668,0.553679658,0.295698479,0.325651702,0.305752144,0.101611427,-0.220316668,-0.220316668,1.350146263,0.57045537,-0.220316668,0.562091897,-0.056817935,-0.220316668,0.698069567,-0.122705871,-0.220316668,-0.220316668,-0.220316668,0.364645833,-0.220316668,-0.220316668,-0.220316668,0.26511016,0.713255971,-0.043993895,0.57045537,0.61964292,2.48234088,-0.136252403,-0.220316668,1.113107066,0.510866574,0.493379147,0.006191862,0.63567303,1.141451692,0.545218079,1.084194374,-0.220316668,-0.220316668,-0.220316668,-0.220316668,0.147054398,-0.191747515,0.713255971,0.720789643,-0.220316668,-0.163733139,-0.220316668,-0.220316668,0.794038625,-0.069756991,0.113107066,-0.006191862,-0.220316668
D31762_at,1.432959407,2.700439718,0,0,2.275007047,0.50589093,1.111031312,0.111031312,1.807354922,0.782408565,2.03562391,1.526068812,1.464668267,0.5360529,0.263034406,0,0,0,0.757023247,0,0,0,0,0,0,0,0,0.632268215,0.565597176,0,0.895302621,0,0,0,0.176322773,0,0,0,0,0,0,1.163498732,1.163498732,0,0,0,0,0.137503524,0.495695163,0.782408565,0,0,0,0.028569152,0,0.23878686,0.632268215,1.232660757,0,0.298658316
HG4638-HT5050_at,-0.242275846,0.415037499,0.377975405,-1.049630768,-0.445559444,0.278056596,0.736965594,1.65080895,-0.886132035,-0.108524457,0.356361592,-1.049630768,0.68589141,0.425454115,-0.292607521,-0.553935605,-1.049630768,-1.049630768,-0.00698643,-1.049630768,-1.049630768,0.249027548,-0.086156644,0.420255209,-0.108524457,0,0.195256291,0.409800851,-1.049630768,-1.049630768,0.466384379,-0.10102992,0.88394187,-0.301169535,-0.952019971,-0.455082218,0.176877762,0,0.425454115,0.260709353,0.23725038,0.435796059,0.491388385,-1.049630768,-1.049630768,0.152003093,0.80635893,-0.455082218,-0.049630768,0.23725038,0.213403638,-1.049630768,-0.595454875,0,-0.267222203,0.928564862,0.041222663,0.511084187,0.782246473,-0.484033592
S80343_at,-0.530166692,-0.883803646,0.003102575,0.039783238,-1.160643852,0.907100755,0.313842113,0.658552683,-0.503531565,0.451799385,0.110459984,-0.613156056,0.723878931,0.081430935,-0.253753256,-0.345383732,-0.566462821,0.021559479,0.215732027,-0.773620729,-1.106196068,-1.015593519,-0.291227962,-0.291227962,-0.90688726,-1.21722738,-0.468766147,0.116196354,0.735106186,-0.530166692,1.483212338,0.638762317,1.08728366,0.121910005,-0.426455342,0.59424365,0.215732027,-0.918569065,0.853161948,-0.003102575,-0.613156056,0.110459984,0.293734539,-0.369230474,1.370137611,0.210378793,1.110459984,0.638762317,-0.816689451,-0.003102575,-0.034535083,-1.188658228,0.487644584,-0.539155475,-1.21722738,0.870235461,0.293734539,0.313842113,-0.034535083,-0.978440521
D49728_at,0.767316506,1.094072364,-0.298646756,0.058287788,-0.597558198,0.277854166,-0.298646756,0.582708747,-0.058287788,-0.975032285,-0.576947919,-1.072643081,-0.248893721,-0.324181848,1.289125278,0.618891084,-0.087142651,-1.029998744,0.116390743,0.36564977,1.172243978,-0.139070443,0.338783164,0.407622041,0.202363966,0.468376072,1.094072364,1.627796637,0.507502403,0.517120406,0.697128658,-1.072643081,0.63222888,-0.468571758,-0.421878522,-0.094447452,0.407622041,-0.587216254,-0.556627934,0.266494304,0.701353244,0.327894848,1.357642192,-0.281871044,-1.072643081,0.771340763,-1.072643081,-1.072643081,0.103679691,-0.516826926,-1.072643081,0.289125278,-0.922083405,-0.750714987,-0.324181848,0.898210573,-1.072643081,-0.101789427,-0.497330751,0.360316326
HG3930-HT4200_at,0.454175893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69821848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U25849_at,-1.208814015,-1.041519269,-0.145197916,-0.872764812,-0.269186633,0.074767768,0.204744556,0.213595473,-0.817623258,-1.185355042,-0.313002865,-0.226662016,0.103622631,0.929226926,1.025355574,-0.46712601,0.079617168,-0.524841508,-0.930097987,-0.02061028,0.415037499,0.098853387,-0.057402311,-0.425305835,0,-0.88216351,-0.139551352,-0.133926803,0.475158492,0.403480468,0.257053429,0.546949175,1.20029865,0.173331603,-1.010268335,1.108376161,0.050273206,0.522226745,0.546949175,-0.680119734,0.319880266,0.904842767,0.222392421,0.348288681,1.01273349,0,-1.173767068,1.171061429,-1.495695163,-0.139551352,0.489805268,0.182376742,-0.057402311,-0.33219643,-0.781999348,1.150467495,-0.173767068,-0.139551352,0.108376161,-1.106128351
U90549_at,0.281297344,-0.631239815,-0.659808967,0.789091984,0.018262938,-0.659808967,0.403693975,-0.659808967,-0.645453674,-0.659808967,-0.421022108,-0.084496636,0.554315838,0.516513806,0.431044463,-0.548777655,0.155766462,0.053886848,0.444527693,-0.659808967,0.789091984,0.866259845,-0.018262938,0.609224179,-0.372927819,0.204129483,-0.361150652,0.566699563,1.188187939,0.258577267,0.778483884,-0.659808967,2.03618485,-0.396774561,-0.659808967,-0.659808967,-0.522305443,0.219896799,-0.470775143,-0.659808967,-0.483486194,0.934739582,0.027251721,-0.659808967,-0.084496636,-0.61716463,-0.659808967,-0.548777655,0.296247685,0.036184846,1.071374274,-0.027540752,-0.659808967,-0.659808967,0.036184846,1.084352128,0.036184846,0.212034681,0.963121384,-0.433300437
D79999_at,-0.479565299,-1.166625987,-0.103123045,-1.166625987,0.359442825,-1.042297852,-0.062289327,-0.497599222,0.028721611,-0.610809832,-0.525079958,0.01606631,-0.534357772,0.233911943,1.527139725,0.26633342,0.244800259,0.028721611,-1.166625987,0.442183256,0.149519755,-0.286920221,-0.31063629,0.078261072,-1.12398165,-1.166625987,0.511445918,0.149519755,0.934351661,0.893421397,0.603145752,0.555840037,0.5861226,0.829762759,-0.426777884,0.047498818,-0.01606631,-0.844697892,-1.166625987,-0.990303214,-0.342876627,-0.110042459,-0.233053349,0.282274964,0.427922563,-0.755199741,-0.203151863,1.453960423,-1.166625987,0.090384631,0.102407159,1.211885636,-0.384217422,0.26633342,-0.01606631,0.844153852,0.161061377,-0.799254921,-0.022579617,0.937710673
D82345_at,0,0,0,0,0,0,0,0,0.650764559,0,0,0,0,0,0,0,0.275007047,0,0.163498732,0,0,0.722466024,0,0.475084883,1.66448284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.693765712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214124805,0
L37936_at,-0.326022146,-0.388909852,0.871741903,0.670555089,-0.587689716,-0.002727215,0.323566072,0.933018243,-0.752500586,-0.62085658,-0.292233832,-0.928180262,-0.877196333,-0.134231998,0.200806179,0.082161683,-0.312411714,0.247499414,-0.069841411,-0.332875817,0.200806179,-0.31920088,-0.27893701,0.448733692,-0.439791021,0.024341028,0.132787756,0.071819738,0.955693681,0.162332031,0.51512109,-0.134231998,1.37494343,-0.052767898,-0.439791021,0.162332031,-0.122308831,0.056166474,0.37073118,-0.68079912,0.835521715,-0.346681616,-0.239766412,-0.799193821,0.600337092,0.468578504,0.050910749,-0.604177839,0.607514694,0.002727215,0.127804348,0.707766168,-0.069841411,-0.808716595,0.340895951,0.89245788,-0.663417042,0.62176365,-0.047121334,-0.122308831
X06985_at,1.13093087,0,0,0,0,0,0.028569152,0.189033824,0,0.695993813,0.584962501,0.321928095,0.070389328,0.839959587,0.59454855,1.275007047,0,0,0,0,0,0,0,0.86393845,0,0.214124805,0,0,0,0.910732662,0,2.153805336,2.69376571,0.5360529,0,1.40599236,0.82374936,0,0.310340121,0.214124805,0.59454855,0.263034406,0,0,0,0,0,0.097610797,0.263034406,0,0,0,0,0.321928095,0,0.084064265,0.042644337,0,2.09085343,0.659924558
M13452_s_at,0.348473556,-0.199014239,0.072531666,-0.956037486,-0.818533962,0.207461247,0.570031326,0.226654812,0.007436638,0.433529326,-0.199014239,-0.233571461,1.466195515,0.360108257,0.735496679,-0.767003661,-0.314491457,-0.956037486,-0.956037486,0.007436638,-0.645697365,-0.885648158,-0.956037486,-0.577525862,-0.956037486,-0.956037486,-0.956037486,-0.419984585,1.737728226,0.66220117,0.466195515,-0.480952603,0.26429247,-0.450146556,0.065442242,-0.28701072,0.534532645,0.141573311,-0.956037486,-0.277965581,-0.792538753,-0.956037486,0.181466038,0.685508543,0.174893384,0.652771757,0.072531666,0.580015415,-0.28701072,0.619274845,0.939265136,0.051158016,-0.792538753,-0.100047788,-0.140462057,0.100546043,-0.260043673,0.239310113,0.775145756,-0.007436638
U09117_at,1.395201084,0.763393719,-0.250961574,-0.250961574,0.224123309,-0.250961574,-0.236606281,1.02999474,1.181997834,0.956931278,0.539810464,-0.250961574,0.418065192,0.667424661,-0.250961574,0,0.012072832,0.462734241,0.149576356,0.047696742,0.254929356,0.35310975,-0.250961574,2.438337587,-0.250961574,-0.250961574,-0.250961574,0.024045474,0.285091327,-0.100401897,0.381306642,-0.250961574,0.79866919,0.381306642,-0.250961574,-0.250961574,-0.250961574,0.035919574,0.343586976,-0.250961574,-0.250961574,-0.208317236,-0.061927749,0.116409492,-0.250961574,-0.250961574,0.628744193,-0.250961574,-0.250961574,-0.250961574,0,0.462734241,-0.250961574,-0.250961574,0.705095079,0.105182237,-0.250961574,-0.250961574,-0.250961574,0.899598103
X59932_s_at,-0.854203992,-0.231273641,0.881318186,-0.185177226,-0.231273641,1.240032078,1.551788368,1.044971639,-0.783814664,-0.811559654,-0.358508829,0.322118781,-0.358508829,0.479219742,1.835095169,-0.854203992,-0.854203992,-0.250132668,-0.071795427,-0.770139727,-0.627695462,0.805720567,-0.105742759,0.216185336,0.754605251,0.467724103,0.101852661,0.578755416,0.907081282,0.885644111,0.551788368,0.656757928,1.44151903,0.501939818,0.243406805,0.071795427,1.048834278,0.145796008,0.456136129,0.347429869,-0.854203992,-0.379119109,-0.298387837,-0.288606816,0.928204573,-0.854203992,-0.071795427,-0.854203992,-0.389535725,0.31572101,-0.854203992,0.31572101,-0.854203992,-0.400028099,-0.854203992,0.236649439,0.45030705,-0.854203992,-0.46463718,-0.854203992
U10868_at,0,0,0,0,0,0,0,0.275007047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454175893,0,0,0,0,0,0,0,0,0,0,0,2.40053793,2.687060688,0,0,0.250961574,0.97819563,0,0,0,0,0,0,0.956056652,0,0,1.438292852,0,0,0.014355293,0.895302621,1.443606651,0,0,1.929790998,0.59454855
X12794_at,0.162210489,0.453673303,0.124027295,-1.070988688,0.344048812,0.285945857,0.559645671,0.874198428,-1.122518988,0.458065072,0.67732188,-0.30396586,-0.009060938,0.250939407,-0.003011894,0.880756144,0.225404315,-0.033513982,-0.600097954,-0.572961824,0.188878439,-0.926598778,-1.175958247,0.69603414,-0.754131582,0.315289819,0.003011894,-1.260022512,0.009010634,-0.009060938,0.458065072,-0.637092161,0.74357973,-0.289168858,0.04448853,0.320122972,0.488438721,-0.444447083,0.390742047,0.877481012,-0.162411715,1.261028225,-0.182779513,-0.816415861,-1.162411715,0.721830141,1.424796226,-0.009060938,-0.436273152,0.101745847,-0.881510889,0.725477918,-0.555150548,0.199409107,-0.477613947,-0.039692557,-0.238542785,-1.260022512,-0.003011894,-1.260022512
U73477_s_at,-0.405982088,-0.405982088,0.368014237,-0.216948263,-0.405982088,0.048193806,0.601213414,0.139986281,0.253942471,-0.405982088,-0.405982088,-0.405982088,-0.155020514,1.290011725,2.27883665,-0.204348226,-0.405982088,0.442014819,-0.13097504,-0.229659315,1.244782471,1.320849129,0.757516645,0.96697001,0.198089236,0.572213542,0.005444158,0.601213414,0.099908842,0.037624564,0.535124223,-0.405982088,0.60121341,1.120086724,-0.142947682,0.169330243,0.801910764,-0.405982088,0.863051059,-0.405982088,1.650601441,-0.216948263,-0.405982088,-0.405982088,-0.321917823,0.005444158,-0.405982088,-0.405982088,-0.405982088,-0.405982088,0.961388978,0.820526442,-0.005444158,-0.405982088,-0.405982088,-0.005444158,-0.405982088,0.272089817,0.557492036,-0.405982088
L18960_at,-0.473931188,0.214124805,-0.277533976,0,0,-0.304006187,1.046141782,-0.577766999,-0.007231569,-0.192645078,-1,-0.01449957,0.895302621,0.910732662,-0.524915117,0.49057013,-0.367731785,-0.312939312,-0.168122759,-0.567040593,0.257010618,-0.395928676,-0.666576266,0.310340121,-0.01449957,-0.234465254,-0.64385619,-0.621488377,1.09423607,0.214124805,0.344828497,0.13093087,1.67581593,0.627606838,0.111031312,0.669026766,0.555816155,-0.184424571,0.298658316,-1,-0.340075442,0.14404637,0.584962501,1.13422094,1.682573297,-0.862496476,-0.577766999,0.469885976,-1,0.244887059,0.111031312,1.304511042,0.321928095,-0.217591435,-0.888968688,1.10433666,0.070389328,-0.192645078,0.124328135,-0.184424571
X72964_at,1.146050054,-0.653485364,0.290866607,-0.260054321,-0.21332327,-0.140472705,0.342610182,0.897282217,0.494613275,-0.145947835,-0.129584389,0.081919716,0.609549042,0.245585727,0.123472206,-0.845016822,-1.45694637,-0.519530907,-0.965698304,-1.390450958,-0.801162532,-0.918080284,-1.470621307,-0.35197681,-0.946462085,-0.076342368,-0.733655713,-0.004957734,0.314979063,0.048752852,0.736974113,-0.308349878,0.32292782,-0.4166825,-0.541010635,0.249761403,0.760577012,-0.092109684,0.249761403,-0.890246076,-1.173639569,0.350408552,0.334769428,0.570020678,0.004957734,0.862257088,1.130282738,-0.140472705,-1.065925752,0.17268518,0.091257581,1.01970432,0.302973209,0.62570481,-0.57015698,1.079575776,-1.512441482,-0.271977488,0.525939609,0.440842019
X92744_at,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.682573297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D50405_at,-1.177955032,-1.023232437,0.08847795,0.218245825,-1.262019297,-0.602094739,-0.807843404,0.065668067,-0.716050928,-0.104975587,0.482141799,-0.390175648,0.12203051,1.420554,1.189521536,0.74158294,0.898255534,0.264049515,-0.602094739,1.157519595,0.283949072,0.054126445,-0.212388529,-0.592992531,0.565799728,-1.177955032,0.486441936,-0.054126445,1.248942622,-0.602094739,-0.313418449,-0.171165867,0.47782881,-0.574958609,-1.150987985,-0.430142056,0.264049515,-0.975138149,0.332529253,-0.269250866,-0.766324134,0.927014527,0.337298497,0.110932801,0.875484227,-0.522171194,0.447271339,1.096939529,-0.940091202,0.293796858,-1.023232437,0.557648887,0.071404437,-0.839786296,-0.657947973,0.416052608,0.065668067,-0.522171194,-0.786934414,-0.446443868
D25547_at,0.67342251,-0.4836212,-0.346117677,-0.427037672,-0.386010404,0.579881742,1.647309669,-0.4836212,0.749039556,-0.4836212,-0.386010404,0.849802533,0.388222448,0.666938476,-0.072194955,-0.399556936,-0.4836212,-0.4836212,0.176303358,0.072194955,0.552002709,0.072194955,-0.4836212,1.861207297,-0.4836212,-0.4836212,0.110927349,-0.4836212,1.512767546,0.212372613,2.196703156,1.032393947,1.9114416,-0.4836212,1.086841731,-0.072194955,0.264840033,0.264840033,-0.4836212,-0.4836212,-0.4836212,0.372368497,-0.4836212,-0.116250135,1.548479643,-0.4836212,-0.4836212,0.434765034,-0.427037672,-0.184962885,-0.4836212,0.566009567,0.348256041,0.110927349,-0.4836212,0.194450705,0.331954228,-0.4836212,0.411681421,-0.4836212
U03100_at,-1.220399481,-0.850287853,0.519285615,-0.538928999,-0.948319936,-0.035430599,-0.472586505,0.900303005,-0.011681997,-0.608469933,-0.448474048,-1.193432433,0.890883853,0.160204521,0.878228552,-0.213610315,-1.304463746,-0.386077511,-0.326268116,-0.522055181,0.256251209,-1.304463746,-1.304463746,-1.304463746,-1.304463746,-1.304463746,-1.102829885,0.011681997,1.1069625,0.090599054,0.068488352,0.632880646,0.9705433,0.1069625,-0.102829885,0.216586991,0.606268916,0.31377491,0.251352409,0.304345497,0.265999185,0.452559501,0.846095931,-0.261819408,-0.261819408,-0.416938475,0.684675262,1.275681739,-0.282984018,1.000047296,0.341698911,-1.304463746,0.085103066,0.206498174,-0.778394934,1.375860611,0.373608159,-0.206852949,-0.282984018,0.387070419
U35451_at,-0.657894023,-0.20332816,0.172180975,0.320572815,-0.368387406,-0.325318684,-0.316857105,1.036779849,0.527385225,0.661895161,0.276517635,0.409948623,0.600680734,0.498910057,-1.09085343,-0.864344901,0,-0.283498508,0.666169816,-1.09085343,-0.595158268,-0.20332816,-1.09085343,-0.636677537,0.741023811,-1.09085343,-1.09085343,-0.242856524,-0.034269902,-0.839891857,0,-0.574838283,0.60514038,0.287658193,-1.09085343,0.201928319,0.046650093,0.513217893,0.342105977,-1.09085343,-0.647246779,1.4844589,1.166157188,-0.412781525,0.765136267,0.236833934,-0.839891857,0.765136267,0.072645302,1.469861524,0.489292054,0.57362941,-0.105353,-1.006789166,-0.626185163,1.023513595,-0.690315501,1.587218475,0.21948669,-0.394859617
X96584_at,0,0,0,0,0,1.163498732,1.475084883,0,0,0,0,0,0.765534746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056583528,0,2.678071905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D84557_at,-0.662592856,-1.13261959,0.365286177,0.153782071,-0.002222953,-0.727363111,0.56180889,-0.177166029,0.141742822,-1.573888631,-0.370529401,-0.336448406,0.125532595,-0.720021136,0.66074206,-0.270610593,0.092555272,-0.118071281,0.041631337,-0.308649954,0.465281967,0.997777047,0.002222953,0.812745154,0.56180889,0.200958865,-0.207646635,-0.244040872,0.368733478,0.312563073,-0.342072955,0.071554974,0.89871838,-0.137501811,-0.411335618,0.540570094,0.050244467,-0.795178496,-0.002222953,-0.217951644,-0.297678836,0.71320948,-0.528291764,-1.122904435,0.721322126,-0.641633237,-0.070609927,0.406119894,0.041631337,0.002222953,0.294551665,-0.147316101,-0.212789938,0.157772932,0.019870818,0.312563073,-0.364793032,-0.084685113,0.835346583,-0.465556009
